ID,Date,Nameday,Period,YEAR,MONTH,DAY,INPUT
664,1/28/2024,Sunday,16,2024,1,28,61.000
665,1/28/2024,Sunday,17,2024,1,28,63.000
666,1/28/2024,Sunday,18,2024,1,28,68.600
667,1/28/2024,Sunday,19,2024,1,28,71.950
668,1/28/2024,Sunday,20,2024,1,28,74.970
669,1/28/2024,Sunday,21,2024,1,28,77.300
670,1/28/2024,Sunday,22,2024,1,28,82.510
671,1/28/2024,Sunday,23,2024,1,28,74.460
672,1/28/2024,Sunday,24,2024,1,28,72.140
673,1/29/2024,Monday,1,2024,1,29,67.290
674,1/29/2024,Monday,2,2024,1,29,64.080
675,1/29/2024,Monday,3,2024,1,29,62.400
676,1/29/2024,Monday,4,2024,1,29,60.020
677,1/29/2024,Monday,5,2024,1,29,59.970
678,1/29/2024,Monday,6,2024,1,29,59.980
679,1/29/2024,Monday,7,2024,1,29,62.130
680,1/29/2024,Monday,8,2024,1,29,66.900
681,1/29/2024,Monday,9,2024,1,29,71.950
682,1/29/2024,Monday,10,2024,1,29,73.660
683,1/29/2024,Monday,11,2024,1,29,73.660
684,1/29/2024,Monday,12,2024,1,29,68.810
685,1/29/2024,Monday,13,2024,1,29,67.000
686,1/29/2024,Monday,14,2024,1,29,67.000
687,1/29/2024,Monday,15,2024,1,29,67.000
688,1/29/2024,Monday,16,2024,1,29,67.000
689,1/29/2024,Monday,17,2024,1,29,67.000
690,1/29/2024,Monday,18,2024,1,29,72.530
691,1/29/2024,Monday,19,2024,1,29,72.900
692,1/29/2024,Monday,20,2024,1,29,74.780
693,1/29/2024,Monday,21,2024,1,29,74.900
694,1/29/2024,Monday,22,2024,1,29,74.830
695,1/29/2024,Monday,23,2024,1,29,70.740
696,1/29/2024,Monday,24,2024,1,29,69.840
697,1/30/2024,Tuesday,1,2024,1,30,67.000
698,1/30/2024,Tuesday,2,2024,1,30,72.020
699,1/30/2024,Tuesday,3,2024,1,30,70.000
700,1/30/2024,Tuesday,4,2024,1,30,73.660
701,1/30/2024,Tuesday,5,2024,1,30,73.660
702,1/30/2024,Tuesday,6,2024,1,30,73.660
703,1/30/2024,Tuesday,7,2024,1,30,73.660
704,1/30/2024,Tuesday,8,2024,1,30,75.270
705,1/30/2024,Tuesday,9,2024,1,30,72.500
706,1/30/2024,Tuesday,10,2024,1,30,74.830
707,1/30/2024,Tuesday,11,2024,1,30,74.830
708,1/30/2024,Tuesday,12,2024,1,30,74.830
709,1/30/2024,Tuesday,13,2024,1,30,73.660
710,1/30/2024,Tuesday,14,2024,1,30,73.660
711,1/30/2024,Tuesday,15,2024,1,30,73.110
712,1/30/2024,Tuesday,16,2024,1,30,70.310
713,1/30/2024,Tuesday,17,2024,1,30,73.660
714,1/30/2024,Tuesday,18,2024,1,30,73.660
715,1/30/2024,Tuesday,19,2024,1,30,73.660
716,1/30/2024,Tuesday,20,2024,1,30,73.660
717,1/30/2024,Tuesday,21,2024,1,30,74.830
718,1/30/2024,Tuesday,22,2024,1,30,76.100
719,1/30/2024,Tuesday,23,2024,1,30,74.830
720,1/30/2024,Tuesday,24,2024,1,30,74.830
721,1/31/2024,Wednesday,1,2024,1,31,71.160
722,1/31/2024,Wednesday,2,2024,1,31,71.370
723,1/31/2024,Wednesday,3,2024,1,31,73.660
724,1/31/2024,Wednesday,4,2024,1,31,68.000
725,1/31/2024,Wednesday,5,2024,1,31,68.000
726,1/31/2024,Wednesday,6,2024,1,31,67.880
727,1/31/2024,Wednesday,7,2024,1,31,69.670
728,1/31/2024,Wednesday,8,2024,1,31,72.530
729,1/31/2024,Wednesday,9,2024,1,31,72.530
730,1/31/2024,Wednesday,10,2024,1,31,74.700
731,1/31/2024,Wednesday,11,2024,1,31,74.400
732,1/31/2024,Wednesday,12,2024,1,31,73.660
733,1/31/2024,Wednesday,13,2024,1,31,73.490
734,1/31/2024,Wednesday,14,2024,1,31,72.500
735,1/31/2024,Wednesday,15,2024,1,31,71.000
736,1/31/2024,Wednesday,16,2024,1,31,70.800
737,1/31/2024,Wednesday,17,2024,1,31,72.530
738,1/31/2024,Wednesday,18,2024,1,31,73.000
739,1/31/2024,Wednesday,19,2024,1,31,73.010
740,1/31/2024,Wednesday,20,2024,1,31,74.020
741,1/31/2024,Wednesday,21,2024,1,31,74.830
742,1/31/2024,Wednesday,22,2024,1,31,74.830
743,1/31/2024,Wednesday,23,2024,1,31,72.530
744,1/31/2024,Wednesday,24,2024,1,31,69.980
