hour,original_price,new_price
2413,3.99,-0.0
2414,1.0,-0.0
2415,3.0,-0.0
2416,8.52,-0.0
2417,119.99,23.68
2418,219.7,70.818
2419,257.1,107.92
2420,283.12,120.79
2421,260.0,114.83
2422,245.57,100.705
2423,224.3,86.148
2424,233.45,75.65
2425,218.67,63.75
2426,214.97,54.682
2427,200.92,51.104
2428,211.3,59.462
2429,227.13,79.52
2430,264.91,106.38
2431,299.93,126.258
2432,285.03,127.402
2433,254.03,115.233
2434,228.27,96.301
2435,221.51,77.978
2436,196.1,61.625
2437,183.69,54.162
2438,199.0,59.003
2439,210.54,71.116
2440,227.13,87.486
2441,235.01,106.548
2442,263.32,128.402
2443,296.99,143.631
2444,290.37,139.764
2445,267.81,119.708
2446,247.99,98.999
2447,237.69,84.778
2448,238.07,76.679
2449,229.43,70.749
2450,228.27,67.928
2451,229.43,69.11
2452,230.06,76.804
2453,238.07,95.114
2454,290.0,122.675
2455,311.0,142.348
2456,311.0,145.597
2457,276.32,133.81
2458,246.45,115.052
2459,240.4,99.695
2460,225.0,89.299
2461,228.27,85.93
2462,228.27,87.146
2463,237.69,92.64
2464,240.24,103.027
2465,250.0,123.763
2466,282.32,157.315
2467,349.19,192.182
2468,375.0,201.662
2469,330.0,175.858
2470,282.32,138.003
2471,260.0,106.75
2472,242.75,86.34
2473,229.77,75.537
2474,227.25,70.793
2475,224.0,69.865
2476,223.37,74.046
2477,231.56,85.837
2478,258.2,104.14
2479,278.7,120.659
2480,286.18,128.23
2481,263.14,124.809
2482,242.75,113.378
2483,234.99,100.845
2484,227.67,89.09
2485,208.0,79.735
2486,211.0,78.577
2487,221.51,85.278
2488,231.18,97.517
2489,241.25,114.805
2490,266.2,135.912
2491,298.95,151.649
2492,301.63,148.713
2493,269.03,126.702
2494,250.0,103.724
2495,235.7,87.293
2496,234.03,78.277
2497,228.0,73.025
2498,226.79,70.716
2499,226.79,71.099
2500,227.58,75.593
2501,233.6,86.908
2502,254.0,105.334
2503,290.0,123.45
2504,291.0,128.097
2505,252.78,118.263
2506,234.99,101.438
2507,220.25,83.743
2508,202.76,68.97
2509,195.19,61.534
2510,193.64,63.761
2511,216.99,75.747
2512,227.58,91.586
2513,242.0,110.734
2514,257.0,132.756
2515,299.0,152.605
2516,321.0,153.591
2517,265.46,129.539
2518,253.68,105.798
2519,238.98,89.237
2520,237.07,80.203
2521,235.37,74.379
2522,234.45,69.917
2523,219.42,66.937
2524,230.0,71.083
2525,235.37,81.459
2526,249.28,97.074
2527,288.73,111.831
2528,271.89,112.821
2529,241.73,105.018
2530,235.16,93.451
2531,225.01,79.362
2532,199.91,65.209
2533,194.59,58.603
2534,203.65,61.361
2535,209.46,70.793
2536,232.0,86.0
2537,237.07,104.257
2538,253.01,128.344
2539,311.0,153.359
2540,313.0,158.571
2541,309.99,140.393
2542,251.68,109.175
2543,237.34,85.846
2544,230.17,74.824
2545,230.17,73.007
2546,230.17,73.62
2547,227.43,73.872
2548,226.36,74.335
2549,228.92,75.957
2550,230.17,78.529
2551,232.04,81.623
2552,230.17,83.266
2553,230.17,78.722
2554,207.2,56.972
2555,150.0,23.787
2556,99.99,0.5
2557,89.99,-0.0
2558,42.97,-0.0
2559,89.99,-0.0
2560,165.0,24.052
2561,197.16,54.007
2562,210.0,78.002
2563,235.01,92.666
2564,240.0,91.964
2565,218.9,77.544
2566,215.48,64.428
2567,201.87,55.81
2568,214.1,52.753
2569,196.2,49.198
2570,201.86,47.25
2571,196.3,44.453
2572,190.08,41.4
2573,191.41,38.967
2574,191.4,35.148
2575,191.4,28.816
2576,139.52,23.535
2577,187.14,33.89
2578,165.4,38.888
2579,183.0,37.746
2580,183.0,23.151
2581,30.0,-0.0
2582,10.0,-0.0
2583,30.0,-0.0
2584,109.24,11.112
2585,191.4,42.73
2586,215.48,69.333
2587,234.33,81.027
2588,237.92,81.027
2589,234.33,76.304
2590,222.19,65.351
2591,190.08,53.13
2592,199.57,49.873
2593,201.19,51.206
2594,200.8,50.884
2595,190.0,48.618
2596,183.98,50.007
2597,201.81,58.0
2598,213.68,65.49
2599,213.69,65.15
2600,199.86,53.816
2601,183.0,32.829
2602,86.86,5.55
2603,50.0,-0.0
2604,48.25,-0.0
2605,30.0,-0.0
2606,5.0,-0.0
2607,30.0,-0.0
2608,30.0,-0.0
2609,196.25,41.837
2610,229.68,78.965
2611,251.05,93.746
2612,255.1,93.746
2613,258.18,93.746
2614,246.57,92.475
2615,225.68,82.486
2616,221.6,66.4
2617,194.49,45.999
2618,191.14,34.241
2619,190.95,34.0
2620,197.59,46.482
2621,226.18,71.277
2622,261.68,100.51
2623,291.43,122.64
2624,295.43,128.729
2625,255.71,120.058
2626,244.87,106.042
2627,228.64,91.7
2628,221.6,80.828
2629,211.33,74.116
2630,214.93,72.977
2631,214.64,75.992
2632,222.71,83.645
2633,231.88,95.022
2634,244.87,108.225
2635,264.9,118.167
2636,267.88,116.358
2637,254.74,100.994
2638,235.69,81.745
2639,225.95,63.454
2640,200.7,46.344
2641,189.84,34.564
2642,183.1,28.049
2643,183.28,27.482
2644,183.38,34.071
2645,200.92,50.295
2646,232.8,73.411
2647,249.92,96.778
2648,259.5,118.615
2649,301.48,135.756
2650,263.53,131.392
2651,250.75,118.433
2652,236.05,105.92
2653,233.59,99.205
2654,236.06,97.763
2655,237.19,99.448
2656,238.79,104.407
2657,245.86,114.522
2658,253.43,130.05
2659,290.43,146.58
2660,317.65,147.078
2661,260.1,122.349
2662,241.47,97.767
2663,233.59,81.93
2664,234.36,72.61
2665,219.0,64.715
2666,217.98,60.372
2667,217.98,59.391
2668,217.98,62.586
2669,225.58,72.756
2670,241.83,91.488
2671,269.49,116.592
2672,305.0,139.614
2673,299.0,148.395
2674,281.07,139.558
2675,251.56,122.249
2676,241.47,109.041
2677,238.29,103.737
2678,245.99,104.486
2679,246.49,105.909
2680,246.67,106.046
2681,238.46,105.434
2682,239.99,107.153
2683,252.93,109.225
2684,252.93,104.428
2685,239.99,91.16
2686,236.13,78.238
2687,219.0,66.706
2688,217.65,58.897
2689,206.27,52.832
2690,199.2,48.683
2691,199.02,48.588
2692,203.22,53.722
2693,212.21,64.225
2694,232.09,78.256
2695,245.69,90.487
2696,245.69,97.948
2697,241.47,101.401
2698,232.82,97.874
2699,217.98,91.513
2700,222.25,88.456
2701,218.75,88.357
2702,225.65,91.707
2703,232.09,96.443
2704,235.33,101.486
2705,236.01,108.455
2706,241.3,119.859
2707,273.18,132.81
2708,295.0,132.908
2709,249.78,113.171
2710,238.29,95.754
2711,232.13,87.948
2712,248.8,88.106
2713,251.65,87.287
2714,248.8,85.774
2715,248.16,85.468
2716,248.8,88.561
2717,253.36,97.192
2718,270.85,111.005
2719,295.0,123.067
2720,296.0,123.553
2721,248.4,111.828
2722,247.89,96.967
2723,214.6,80.395
2724,216.83,70.244
2725,210.08,64.629
2726,209.64,64.034
2727,212.54,70.177
2728,222.52,86.161
2729,248.8,113.232
2730,295.0,144.778
2731,320.0,165.538
2732,320.0,166.251
2733,310.0,147.903
2734,283.56,121.006
2735,248.8,95.431
2736,234.49,80.864
2737,230.0,77.619
2738,226.48,76.896
2739,222.27,75.737
2740,219.76,74.231
2741,222.85,72.462
2742,215.27,69.502
2743,212.19,68.277
2744,209.0,70.939
2745,207.3,77.018
2746,207.02,77.564
2747,209.0,65.891
2748,199.3,36.755
2749,30.0,-0.0
2750,30.0,-0.0
2751,75.0,-0.0
2752,95.0,12.445
2753,200.76,52.004
2754,228.02,87.887
2755,234.49,110.04
2756,260.65,120.528
2757,265.99,117.846
2758,243.63,112.595
2759,245.62,116.981
2760,308.0,127.707
2761,277.26,123.579
2762,272.47,117.154
2763,272.47,114.205
2764,272.47,115.353
2765,285.0,119.017
2766,277.26,120.265
2767,285.0,119.679
2768,272.47,114.371
2769,249.06,106.302
2770,232.59,95.069
2771,227.97,81.078
2772,211.0,60.309
2773,200.0,33.687
2774,98.0,10.883
2775,178.09,25.933
2776,201.73,58.042
2777,240.55,96.629
2778,275.11,132.851
2779,308.0,159.842
2780,320.0,171.047
2781,320.0,166.124
2782,314.0,151.737
2783,305.0,127.958
2784,237.76,96.655
2785,231.13,76.271
2786,222.62,65.885
2787,219.0,64.172
2788,222.62,71.281
2789,237.84,86.921
2790,266.06,106.878
2791,282.27,122.591
2792,288.6,129.419
2793,265.4,127.133
2794,252.3,119.425
2795,247.68,111.506
2796,242.21,104.723
2797,234.97,99.853
2798,234.97,98.418
2799,238.85,100.314
2800,241.0,105.247
2801,245.82,114.715
2802,260.63,129.227
2803,281.0,143.653
2804,310.0,147.524
2805,277.26,130.977
2806,260.63,109.88
2807,245.51,91.12
2808,228.61,77.069
2809,225.0,69.229
2810,220.72,65.374
2811,220.34,65.027
2812,220.72,69.03
2813,228.61,79.512
2814,244.2,96.268
2815,276.57,114.162
2816,283.78,121.969
2817,255.15,116.845
2818,235.38,103.729
2819,224.76,90.364
2820,212.8,80.639
2821,210.58,77.336
2822,216.31,79.892
2823,224.76,85.484
2824,228.97,92.202
2825,228.61,101.91
2826,246.5,117.735
2827,273.27,134.001
2828,298.13,138.29
2829,272.78,121.952
2830,243.0,100.672
2831,228.97,86.938
2832,250.22,81.538
2833,228.1,73.27
2834,221.29,65.587
2835,216.0,61.592
2836,215.85,64.91
2837,221.29,78.39
2838,260.63,100.643
2839,283.37,117.996
2840,279.29,121.585
2841,256.25,112.735
2842,224.93,95.296
2843,213.56,79.975
2844,208.0,70.448
2845,200.09,67.319
2846,209.0,72.085
2847,220.0,82.35
2848,230.0,95.976
2849,249.99,111.813
2850,257.42,126.075
2851,279.09,136.495
2852,284.91,135.486
2853,268.91,121.4
2854,257.42,105.35
2855,246.67,90.78
2856,231.21,78.022
2857,231.45,68.114
2858,214.96,60.104
2859,214.96,58.657
2860,214.96,65.578
2861,239.86,81.261
2862,255.77,97.763
2863,280.06,108.025
2864,256.08,105.275
2865,243.65,97.064
2866,214.96,84.028
2867,214.96,74.196
2868,208.37,67.335
2869,197.25,64.776
2870,212.63,69.695
2871,215.0,78.543
2872,234.13,91.511
2873,241.99,106.051
2874,253.0,123.041
2875,278.69,140.099
2876,315.0,145.609
2877,276.57,127.351
2878,252.47,103.301
2879,240.25,82.935
2880,223.3,67.183
2881,211.59,56.575
2882,203.5,50.04
2883,201.44,47.747
2884,201.44,49.551
2885,205.7,55.227
2886,221.97,62.659
2887,222.39,66.434
2888,214.96,66.671
2889,205.85,65.673
2890,195.95,60.257
2891,186.58,52.16
2892,180.04,43.561
2893,172.94,35.803
2894,166.35,31.457
2895,159.69,34.972
2896,190.5,50.441
2897,201.89,71.418
2898,226.09,96.265
2899,257.4,118.56
2900,288.3,126.454
2901,256.34,111.683
2902,239.09,92.575
2903,223.64,78.34
2904,234.1,70.926
2905,215.85,63.81
2906,210.0,59.864
2907,215.85,59.57
2908,215.46,59.12
2909,215.46,56.553
2910,202.57,51.817
2911,202.37,49.34
2912,200.0,49.872
2913,194.73,52.763
2914,186.0,53.061
2915,189.25,51.872
2916,189.42,47.33
2917,174.6,39.041
2918,165.67,32.791
2919,165.0,34.013
2920,180.09,45.114
2921,198.1,63.577
2922,215.85,85.955
2923,249.43,107.412
2924,260.93,117.1
2925,273.49,110.282
2926,239.72,90.138
2927,215.97,68.629
2928,206.46,52.868
2929,199.87,42.879
2930,195.08,37.846
2931,193.76,38.287
2932,196.34,46.298
2933,209.96,63.789
2934,248.88,87.054
2935,270.0,102.898
2936,264.57,104.297
2937,225.97,95.668
2938,221.7,86.046
2939,216.95,77.63
2940,205.0,71.138
2941,204.39,69.467
2942,211.43,72.244
2943,216.95,76.878
2944,217.98,82.829
2945,222.62,92.491
2946,240.43,106.273
2947,263.3,117.576
2948,265.75,116.822
2949,253.52,103.021
2950,241.11,86.973
2951,219.92,74.321
2952,230.14,69.186
2953,224.29,65.631
2954,220.0,63.014
2955,219.46,62.585
2956,219.99,65.813
2957,224.29,74.272
2958,248.27,86.947
2959,257.24,96.073
2960,257.69,98.437
2961,232.7,95.229
2962,224.99,90.121
2963,223.99,86.008
2964,223.99,82.408
2965,218.58,78.573
2966,210.71,77.089
2967,224.29,82.302
2968,229.79,93.933
2969,240.0,115.445
2970,273.91,147.908
2971,335.18,178.7
2972,350.02,182.956
2973,311.0,154.043
2974,253.21,114.144
2975,230.14,85.63
2976,230.99,73.173
2977,227.79,69.183
2978,227.79,67.123
2979,219.02,65.256
2980,219.02,68.71
2981,224.32,82.574
2982,256.58,108.443
2983,296.9,135.851
2984,323.0,148.67
2985,279.36,138.014
2986,233.85,115.523
2987,232.82,98.902
2988,223.63,88.899
2989,219.02,84.897
2990,223.67,85.729
2991,226.43,89.068
2992,229.5,95.245
2993,233.85,106.669
2994,249.98,124.722
2995,289.32,142.685
2996,305.89,143.815
2997,263.37,122.718
2998,246.9,100.796
2999,232.47,86.298
3000,241.32,79.77
3001,229.72,74.132
3002,226.49,70.046
3003,226.58,68.81
3004,227.45,73.212
3005,230.04,88.857
3006,258.61,120.633
3007,330.0,159.66
3008,350.0,180.081
3009,334.0,171.425
3010,246.9,138.187
3011,245.0,111.006
3012,227.04,92.801
3013,220.0,84.053
3014,220.0,83.05
3015,229.04,87.594
3016,230.0,96.005
3017,240.0,111.616
3018,256.86,135.327
3019,310.59,159.984
3020,333.57,163.537
3021,280.0,138.111
3022,251.84,109.43
3023,238.52,90.154
3024,240.0,80.4
3025,237.33,73.695
3026,228.77,68.215
3027,228.77,66.16
3028,228.77,70.672
3029,236.46,87.892
3030,263.44,122.447
3031,335.0,167.917
3032,380.0,199.269
3033,355.0,198.937
3034,317.4,170.474
3035,247.58,132.41
3036,248.46,109.106
3037,235.46,99.003
3038,244.46,98.807
3039,246.9,100.589
3040,243.89,100.983
3041,235.46,101.843
3042,245.17,106.84
3043,256.79,112.171
3044,262.69,111.272
3045,255.91,101.107
3046,247.78,88.967
3047,235.46,77.335
3048,225.12,67.897
3049,216.94,60.848
3050,207.36,53.998
3051,200.01,48.536
3052,199.5,46.301
3053,200.1,47.897
3054,201.78,54.413
3055,220.15,66.431
3056,227.7,79.189
3057,231.72,88.931
3058,225.0,87.705
3059,217.2,76.153
3060,186.55,58.024
3061,174.37,43.926
3062,166.7,38.8
3063,180.0,43.843
3064,195.58,53.96
3065,185.3,66.024
3066,222.69,84.338
3067,237.25,98.289
3068,248.3,101.428
3069,238.26,92.075
3070,231.72,81.232
3071,221.07,73.373
3072,223.78,70.751
3073,223.78,70.604
3074,221.79,70.487
3075,219.86,69.786
3076,219.88,67.846
3077,219.89,62.739
3078,207.56,53.226
3079,185.93,43.878
3080,185.4,42.249
3081,180.0,46.606
3082,195.08,47.017
3083,175.0,34.124
3084,140.0,13.808
3085,116.87,-0.0
3086,110.68,-0.0
3087,140.0,17.725
3088,199.37,46.932
3089,198.0,70.83
3090,222.8,92.241
3091,242.44,108.334
3092,259.25,114.014
3093,253.1,105.466
3094,240.7,91.289
3095,223.78,76.373
3096,219.83,63.67
3097,210.87,52.198
3098,206.66,45.788
3099,206.65,45.85
3100,210.22,53.567
3101,225.26,69.829
3102,247.69,91.082
3103,288.13,108.108
3104,273.3,107.203
3105,229.18,93.588
3106,227.26,77.486
3107,195.22,62.136
3108,190.0,57.977
3109,214.5,65.957
3110,225.26,76.472
3111,230.0,85.885
3112,240.43,96.774
3113,245.7,113.256
3114,260.0,140.53
3115,335.0,173.665
3116,350.0,184.625
3117,335.0,164.134
3118,270.0,125.718
3119,245.81,92.671
3120,228.19,71.475
3121,217.26,60.654
3122,212.48,54.353
3123,200.61,50.781
3124,200.08,53.731
3125,217.35,64.287
3126,232.71,77.338
3127,237.95,88.293
3128,254.17,95.395
3129,232.71,94.0
3130,215.74,85.696
3131,213.87,76.764
3132,197.34,69.505
3133,199.5,69.309
3134,212.85,75.378
3135,220.87,83.083
3136,226.82,91.25
3137,229.99,102.467
3138,237.16,120.875
3139,279.99,144.115
3140,335.0,152.096
3141,261.2,126.578
3142,236.24,98.205
3143,227.47,79.703
3144,230.0,69.292
3145,217.43,60.415
3146,211.29,54.683
3147,210.77,53.378
3148,213.44,57.047
3149,216.82,66.287
3150,240.0,80.742
3151,255.5,93.251
3152,255.5,98.563
3153,240.0,96.335
3154,224.94,85.818
3155,216.99,71.107
3156,184.43,56.597
3157,184.43,53.743
3158,205.31,63.009
3159,222.56,76.727
3160,230.49,90.708
3161,240.0,107.772
3162,249.99,131.7
3163,309.73,159.679
3164,335.0,168.364
3165,311.67,145.638
3166,244.18,107.197
3167,229.16,77.428
3168,212.77,60.354
3169,209.84,54.389
3170,206.75,53.022
3171,206.29,53.874
3172,207.78,56.979
3173,210.0,63.472
3174,226.0,73.974
3175,235.0,84.316
3176,248.4,91.04
3177,224.92,90.057
3178,212.99,83.322
3179,211.3,74.857
3180,198.05,65.557
3181,186.7,59.965
3182,192.7,62.323
3183,209.58,70.813
3184,213.42,81.199
3185,223.0,95.219
3186,234.16,114.034
3187,272.62,133.793
3188,305.0,137.978
3189,255.0,116.1
3190,230.65,91.898
3191,221.0,76.696
3192,232.09,69.251
3193,220.27,61.31
3194,217.73,56.144
3195,217.52,54.781
3196,217.71,58.633
3197,222.78,70.65
3198,245.75,91.657
3199,292.34,113.407
3200,287.0,120.545
3201,255.0,115.443
3202,245.75,105.731
3203,241.28,95.911
3204,225.88,87.825
3205,225.0,86.001
3206,234.99,90.342
3207,242.02,97.069
3208,248.8,104.369
3209,253.22,112.7
3210,253.22,124.27
3211,285.0,139.124
3212,312.0,143.577
3213,285.0,127.142
3214,255.38,105.069
3215,245.75,89.268
3216,240.63,80.755
3217,235.01,75.83
3218,221.21,69.461
3219,213.43,63.917
3220,213.43,61.33
3221,212.31,61.462
3222,215.37,64.291
3223,220.82,68.76
3224,220.02,73.009
3225,212.31,75.35
3226,212.31,69.228
3227,187.87,51.681
3228,159.83,29.47
3229,142.07,12.18
3230,138.5,6.395
3231,136.59,15.226
3232,174.0,40.527
3233,215.37,72.154
3234,226.35,100.072
3235,252.45,124.104
3236,292.73,136.984
3237,284.24,126.432
3238,245.06,102.553
3239,224.15,81.376
3240,221.18,69.551
3241,219.0,64.62
3242,218.67,63.874
3243,219.24,64.794
3244,219.0,65.472
3245,219.0,64.262
3246,218.86,58.86
3247,211.0,47.514
3248,173.3,34.285
3249,159.19,32.536
3250,184.67,40.458
3251,186.53,47.234
3252,190.68,50.589
3253,180.0,51.886
3254,194.12,56.91
3255,199.49,63.895
3256,211.0,72.625
3257,217.41,82.809
3258,223.11,96.871
3259,240.0,116.168
3260,292.88,132.634
3261,294.0,126.368
3262,245.58,102.051
3263,224.33,77.812
3264,213.15,61.121
3265,210.8,51.781
3266,206.67,47.439
3267,202.76,47.24
3268,210.83,52.038
3269,214.17,60.685
3270,229.95,73.306
3271,248.08,85.986
3272,251.09,93.936
3273,238.64,96.938
3274,234.77,94.409
3275,228.63,88.465
3276,216.94,82.586
3277,216.94,81.415
3278,227.41,84.95
3279,232.07,89.712
3280,234.97,95.684
3281,238.64,106.207
3282,245.74,124.908
3283,298.68,148.846
3284,320.0,156.916
3285,300.19,138.841
3286,251.09,108.434
3287,237.05,83.331
3288,222.91,66.304
3289,213.47,56.325
3290,208.51,51.447
3291,207.26,51.086
3292,210.64,55.931
3293,216.96,67.061
3294,236.7,84.477
3295,264.89,102.292
3296,274.17,111.057
3297,247.06,108.135
3298,231.99,98.215
3299,225.36,87.648
3300,213.84,79.293
3301,209.99,76.458
3302,220.0,79.731
3303,223.87,85.97
3304,233.07,95.035
3305,237.78,107.421
3306,251.82,124.395
3307,290.0,140.316
3308,298.21,139.703
3309,265.88,119.497
3310,245.46,97.878
3311,233.95,83.626
3312,235.57,77.315
3313,230.24,74.058
3314,224.7,71.438
3315,224.7,70.014
3316,221.5,70.404
3317,224.5,74.705
3318,235.0,82.906
3319,247.6,91.586
3320,251.67,96.212
3321,230.86,95.061
3322,223.45,88.665
3323,221.32,78.668
3324,192.94,66.817
3325,189.97,62.827
3326,208.8,67.849
3327,210.0,75.497
3328,221.5,85.65
3329,226.35,98.008
3330,241.2,113.436
3331,271.0,126.457
3332,280.0,124.676
3333,245.88,105.557
3334,234.97,87.204
3335,224.7,74.838
3336,224.37,68.243
3337,220.95,63.859
3338,218.38,61.048
3339,216.61,60.436
3340,218.38,64.16
3341,221.02,74.703
3342,245.01,92.945
3343,277.6,110.257
3344,281.02,114.251
3345,235.28,104.055
3346,224.08,89.746
3347,218.38,75.317
3348,195.27,61.797
3349,190.48,55.969
3350,190.85,60.789
3351,219.65,76.42
3352,238.9,95.783
3353,243.22,117.725
3354,270.0,146.906
3355,321.0,176.175
3356,360.0,184.177
3357,308.0,157.073
3358,256.47,119.546
3359,243.22,91.381
3360,230.54,73.463
3361,220.63,62.689
3362,218.29,57.211
3363,215.03,55.271
3364,215.82,58.336
3365,220.29,69.781
3366,235.8,92.614
3367,290.0,122.503
3368,311.0,140.447
3369,290.0,137.093
3370,246.42,115.789
3371,227.0,93.459
3372,213.07,78.331
3373,212.46,72.84
3374,215.03,74.83
3375,220.63,82.436
3376,238.09,94.661
3377,242.99,109.373
3378,254.58,128.537
3379,296.08,148.405
3380,316.0,151.945
3381,290.0,130.464
3382,241.96,99.999
3383,231.62,78.267
3384,222.37,67.098
3385,221.52,63.821
3386,220.23,63.188
3387,217.8,62.825
3388,217.8,62.582
3389,216.83,62.457
3390,218.03,62.847
3391,217.8,63.697
3392,216.19,65.316
3393,206.44,67.291
3394,203.57,65.26
3395,200.08,57.711
3396,180.0,45.139
3397,167.45,34.108
3398,164.67,29.741
3399,164.6,34.205
3400,190.0,48.29
3401,199.0,66.883
3402,216.52,90.278
3403,252.58,114.585
3404,288.0,125.854
3405,271.56,111.83
3406,223.85,86.103
3407,217.8,67.169
3408,211.43,56.451
3409,204.12,51.179
3410,200.26,48.738
3411,199.58,47.863
3412,198.59,47.216
3413,196.61,45.583
3414,198.31,41.532
3415,192.7,33.065
3416,162.0,23.368
3417,149.96,23.671
3418,171.56,32.242
3419,171.56,40.565
3420,187.66,46.372
3421,175.0,45.318
3422,180.0,41.271
3423,171.56,34.711
3424,151.5,31.777
3425,167.89,42.382
3426,198.59,63.091
3427,220.23,82.905
3428,233.98,93.249
3429,246.17,89.804
3430,224.85,75.909
3431,205.09,59.677
3432,198.6,46.569
3433,192.99,35.865
3434,192.99,27.283
3435,175.0,19.307
3436,173.23,17.769
3437,176.89,25.833
3438,202.7,43.766
3439,225.18,64.534
3440,241.42,81.676
3441,238.29,91.021
3442,228.74,89.78
3443,224.43,82.595
3444,209.67,73.229
3445,203.59,67.445
3446,207.91,67.605
3447,213.94,72.38
3448,222.18,80.909
3449,224.43,94.052
3450,246.32,114.102
3451,280.0,133.891
3452,300.43,138.631
3453,280.0,119.804
3454,240.0,90.854
3455,214.8,67.06
3456,213.02,54.49
3457,209.36,48.59
3458,201.5,44.979
3459,201.33,43.865
3460,201.33,45.795
3461,204.57,52.605
3462,214.45,65.482
3463,247.6,81.401
3464,245.15,90.126
3465,236.48,91.437
3466,220.28,83.961
3467,209.67,73.708
3468,199.99,65.346
3469,199.66,61.85
3470,199.66,63.176
3471,209.67,69.436
3472,213.94,79.563
3473,227.28,95.068
3474,245.15,114.177
3475,280.0,129.673
3476,280.0,127.65
3477,260.0,106.872
3478,228.46,80.794
3479,213.94,59.819
3480,198.98,45.838
3481,194.33,38.681
3482,191.39,35.142
3483,187.38,34.132
3484,189.4,37.28
3485,194.72,45.93
3486,212.21,60.016
3487,230.9,74.734
3488,241.63,83.938
3489,225.79,84.121
3490,207.99,75.937
3491,198.0,66.697
3492,194.72,60.755
3493,194.72,58.761
3494,194.72,60.317
3495,198.0,65.975
3496,214.89,75.684
3497,215.83,86.402
3498,228.78,99.288
3499,251.22,109.916
3500,260.0,108.343
3501,240.73,90.921
3502,214.37,70.648
3503,206.97,56.799
3504,207.23,48.84
3505,194.72,42.88
3506,194.72,39.883
3507,194.66,38.942
3508,194.72,40.273
3509,194.72,46.098
3510,207.49,59.37
3511,232.63,77.952
3512,250.0,94.113
3513,247.89,101.087
3514,232.63,94.282
3515,210.49,80.718
3516,199.48,70.568
3517,202.41,68.588
3518,210.49,73.25
3519,215.28,81.658
3520,232.63,92.962
3521,232.63,104.742
3522,246.32,119.054
3523,277.28,130.647
3524,278.31,126.346
3525,253.24,104.414
3526,224.41,79.887
3527,209.55,62.913
3528,213.71,54.448
3529,209.88,48.371
3530,206.21,44.112
3531,204.06,41.936
3532,204.21,43.533
3533,205.16,52.046
3534,224.99,70.622
3535,260.92,94.848
3536,275.99,114.007
3537,272.99,122.778
3538,264.47,117.154
3539,245.09,101.186
3540,216.84,84.091
3541,212.98,76.836
3542,224.99,80.987
3543,233.38,92.101
3544,253.44,107.588
3545,261.0,123.984
3546,275.0,141.527
3547,310.0,155.317
3548,310.0,151.776
3549,277.28,129.857
3550,275.0,104.585
3551,230.49,77.733
3552,211.21,60.82
3553,207.0,57.447
3554,223.06,60.932
3555,218.69,61.077
3556,210.72,56.74
3557,200.06,51.326
3558,200.79,49.147
3559,204.36,50.179
3560,201.0,52.972
3561,195.9,57.183
3562,194.1,57.433
3563,190.4,52.506
3564,180.72,43.307
3565,162.6,34.085
3566,162.3,31.955
3567,172.83,37.997
3568,185.36,49.09
3569,194.39,62.393
3570,209.21,76.789
3571,225.0,88.609
3572,238.56,92.054
3573,233.99,83.171
3574,218.69,69.961
3575,210.0,58.174
3576,201.38,49.22
3577,195.29,43.264
3578,191.32,39.563
3579,190.64,37.155
3580,188.61,34.599
3581,184.4,31.697
3582,180.72,30.02
3583,182.95,31.603
3584,183.05,36.939
3585,184.4,45.626
3586,186.12,51.135
3587,185.27,51.989
3588,185.96,47.977
3589,173.11,38.448
3590,168.09,27.017
3591,131.99,18.239
3592,161.13,24.025
3593,173.46,36.315
3594,179.56,50.434
3595,201.38,65.135
3596,214.94,74.576
3597,224.97,75.439
3598,225.0,71.052
3599,214.96,62.033
3600,203.9,50.707
3601,194.72,40.085
3602,192.65,34.133
3603,193.49,33.127
3604,194.31,37.54
3605,195.74,49.882
3606,230.68,71.114
3607,257.95,89.732
3608,260.27,95.474
3609,232.92,87.975
3610,202.51,73.344
3611,199.99,62.831
3612,198.5,57.053
3613,194.72,53.985
3614,194.72,53.248
3615,196.25,55.396
3616,200.0,62.656
3617,210.0,78.306
3618,226.69,103.17
3619,291.14,129.96
3620,295.0,135.112
3621,266.46,116.435
3622,243.68,91.831
3623,227.5,70.899
3624,209.5,56.768
3625,207.5,50.844
3626,205.67,48.946
3627,205.67,49.662
3628,206.02,54.421
3629,209.5,66.776
3630,247.47,87.994
3631,247.77,108.184
3632,310.0,123.045
3633,247.47,113.979
3634,218.32,95.461
3635,218.32,80.093
3636,202.0,67.974
3637,194.72,62.064
3638,194.72,63.99
3639,214.47,72.67
3640,218.32,82.39
3641,223.99,93.875
3642,234.97,108.415
3643,267.78,122.053
3644,275.08,122.024
3645,247.51,105.926
3646,240.01,89.053
3647,227.98,74.397
3648,220.0,62.022
3649,207.45,51.693
3650,205.0,47.267
3651,211.5,48.861
3652,211.5,54.825
3653,213.65,66.653
3654,259.99,83.011
3655,249.68,90.066
3656,246.36,91.464
3657,233.67,90.967
3658,230.51,87.734
3659,223.94,82.65
3660,217.42,78.396
3661,217.42,77.969
3662,223.94,82.408
3663,233.67,91.23
3664,241.26,104.505
3665,260.55,123.763
3666,275.0,146.315
3667,321.56,165.279
3668,332.2,161.48
3669,275.0,131.047
3670,250.0,99.851
3671,236.42,78.22
3672,220.49,67.129
3673,215.42,66.258
3674,218.18,69.147
3675,221.56,71.784
3676,219.41,72.479
3677,216.24,72.602
3678,219.99,73.744
3679,223.1,74.418
3680,218.5,72.671
3681,201.27,68.521
